-0.0123862103 -0.0051061064 0.0592337623 0.0065231770 -0.0650193468 -0.0694362074 0.0767438337 0.0705968067 -0.0795190483 0.0265305042 0.0808970705 -0.0143520385 0.0347307175 0.0156892911 0.0024283305 0.0236868188 -0.0089723244 0.0554576293 0.0662799701 -0.0292925462 -0.0459780209 0.0551057681 -0.0750606954 0.0309148803 -0.0352179892 -0.0598417260 0.0114695057 0.0081987754 -0.0465227067 0.0094188675 0.0345730484 0.0772905871 -0.0738370493 0.0396271124 -0.0285315290 -0.0702455193 0.0409409031 -0.0217082500 0.0738159791 0.0343046784 0.0722512975 0.0403787047 0.0598592535 0.0257017761 -0.0474894084 0.0357356817 0.0038099438 -0.0564653836 0.0092628226 0.0361986458 -0.0695167333 0.0363265350 0.0342250615 0.0199766606 0.0355320871 -0.0226529315 0.0170787498 0.0322268382 0.0549383536 0.0524475947 0.0591113493 -0.0477611311 0.0026236027 0.0071456954
-0.0651884302 -0.0020398125 0.0064344779 0.0543239340 0.0741542950 -0.0802738890 0.0233620256 -0.0770903379 -0.0099727213 0.0718049183 0.0422669277 -0.0807335079 0.0618634298 0.0555063710 0.0725741163 -0.0504976660 -0.0635922104 -0.0788818300 -0.0647765398 -0.0155012012 -0.0524191521 -0.0086803511 0.0021981671 0.0701150820 0.0027675778 -0.0660011694 -0.0821851492 -0.0469323061 -0.0505455546 0.0794835314 0.0159493014 -0.0598663539 0.0665812716 -0.0244132802 -0.0550923124 -0.0757382438 0.0804827884 -0.0441485643 0.0671080127 0.0057799667 -0.0008462518 -0.0374345444 -0.0414464027 0.0760481432 -0.0712739527 -0.0004175827 -0.0010029376 0.0606246367 0.0670363531 -0.0004160777 -0.0471450277 -0.0829966068 -0.0659625232 -0.0683124214 -0.0220784023 0.0593860671 -0.0047690868 0.0460323617 0.0819010958 0.0571824387 -0.0263796523 0.0603085235 0.0592683926 -0.0635714531
-0.0439821072 0.0494129285 -0.0815699324 -0.0540801510 -0.0346347168 -0.0422399491 0.0080130473 0.0220861807 -0.0243965536 -0.0564267784 -0.0344930105 0.0524706468 -0.0217089951 -0.0095821321 0.0700606182 0.0271688253 -0.0448378474 -0.0359249413 0.0162403360 0.0815074816 0.0420939550 0.0439724550 -0.0535625741 -0.0041817650 -0.0460292585 0.0503471717 0.0395900533 -0.0673152208 -0.0680530369 0.0368135124 0.0293597728 0.0173079520 0.0406792462 -0.0739352554 0.0583734587 0.0108717531 0.0500089899 -0.0515788980 -0.0503930971 -0.0402566530 0.0506056920 -0.0240749568 0.0549223647 0.0109960362 -0.0030619651 0.0499347225 -0.0086745694 -0.0197526067 0.0555682704 0.0172386467 0.0374775007 0.0288126543 0.0101145878 0.0791785046 0.0324064121 -0.0182269216 -0.0839694887 0.0261089280 -0.0840360448 -0.0741626024 0.0614107475 -0.0192487314 0.0443022028 -0.0617795177
0.0580604747 -0.0155258030 -0.0289250426 0.0608663633 -0.0272244364 0.0115472823 -0.0367269926 0.0583090857 0.0582038686 -0.0461497903 -0.0819572508 0.0749904141 -0.0032020658 0.0010573491 0.0201862976 0.0609198138 -0.0343354791 -0.0629006028 0.0475222245 -0.0415982157 0.0486261174 -0.0624864474 0.0117626637 -0.0583705902 0.0316539183 0.0270230249 0.0290089920 -0.0685675144 -0.0054312348 0.0701423958 -0.0029690862 0.0361622721 -0.0455832221 0.0259911269 -0.0151475519 -0.0655057579 -0.0264134817 -0.0507083014 0.0543711111 0.0661347136 -0.0766663551 -0.0824516788 -0.0493944101 -0.0495199747 0.0369865447 -0.0555640832 0.0094115660 -0.0605082065 0.0323178098 0.0033257231 0.0272886753 0.0578563437 -0.0554113239 -0.0453348048 -0.0399299599 0.0221722573 -0.0735932067 -0.0337599069 -0.0479990616 -0.0042127892 -0.0376914255 -0.0344930105 0.0772067979 -0.0757309645
0.0594691411 -0.0305838324 -0.0740714893 0.0188568458 -0.0163861737 -0.0414283536 -0.0633789673 0.0285105705 0.0016056821 -0.0412329212 0.0648017302 -0.0173839033 -0.0462801866 0.0322777182 -0.0498564914 0.0035787746 0.0035398081 0.0032877028 0.0381088257 -0.0278044231 -0.0820753351 0.0614256486 0.0812821463 0.0693381056 -0.0801222399 0.0607133135 0.0545012429 -0.0033973008 0.0093478709 0.0507712141 -0.0484373160 -0.0349671058 0.0427746847 0.0730998591 -0.0557159968 -0.0193950906 -0.0628375858 0.0113136992 -0.0449180044 0.0608003065 -0.0014080033 -0.0018707663 0.0126794726 -0.0398025326 0.0343106762 -0.0615076348 -0.0105367377 -0.0394326039 -0.0086637810 -0.0531417057 0.0103513747 -0.0545446798 -0.0006736964 0.0315541252 -0.0600801967 -0.0043814033 0.0313917026 -0.0061546266 0.0212997571 0.0207847729 0.0603503361 0.0061857328 0.0358677059 -0.0225747377
-0.0170257017 0.0527179316 0.0536373332 0.0390381813 0.0687289014 -0.0516468436 -0.0643112510 -0.0217291676 -0.0142859966 -0.0404054783 -0.0069904551 0.0540644899 -0.0187241435 -0.0454083048 -0.0618764423 -0.0383294895 -0.0298946723 -0.0029031485 -0.0343724601 -0.0426886566 -0.0564737692 -0.0739592016 -0.0778350532 -0.0091370940 0.0568994060 -0.0421965308 -0.0256602243 0.0499045625 0.0674361214 -0.0807350278 0.0525415465 -0.0409899168 -0.0030292347 -0.0271666199 -0.0295011178 -0.0573499426 0.0180010647 -0.0307393968 0.0466851965 -0.0137886778 -0.0712458566 -0.0296534523 0.0209751129 0.0050104856 -0.0689298660 -0.0183691531 0.0452159569 0.0093257949 0.0350866690 0.0343346819 -0.0106607005 -0.0280110873 0.0531544462 0.0460810885 -0.0355717763 -0.0778622627 -0.0719535649 -0.0223776400 -0.0771079063 0.0124553815 -0.0216187462 -0.0232944824 -0.0149449185 0.0041640922
-0.0251174644 -0.0404258966 0.0485072806 -0.0222127102 0.0419763848 -0.0720376596 -0.0008960888 0.0022105798 0.0628034100 -0.0343931764 -0.0501416326 -0.0782107785 0.0567036197 0.0421536192 0.0463903472 0.0580855235 -0.0652300268 0.0575193390 -0.0725257322 0.0544077232 0.0168515071 -0.0107200965 -0.0741109774 0.0007795095 -0.0240369327 -0.0131458417 -0.0207043067 0.0441235676 -0.0767888725 0.0529558733 0.0496393815 0.0497746691 -0.0633987635 0.0725265667 -0.0499775447 -0.0229219869 0.0605985746 0.0813456252 -0.0800746083 0.0798862502 0.0137651339 0.0510786697 -0.0009577125 -0.0296875872 -0.0703181624 -0.0290396176 -0.0818436816 -0.0086766407 0.0592287555 0.0331032574 0.0042731091 -0.0822568685 0.0382809192 -0.0192403942 -0.0154425949 -0.0799831748 0.0758559480 -0.0681855753 0.0303179696 -0.0840450749 0.0325596705 0.0205413625 0.0123230144 -0.0617103092
-0.0609979257 0.0355341360 -0.0653779656 -0.0139829516 0.0265359581 -0.0533817820 -0.0203868002 -0.0020055175 -0.0388728119 0.0834063813 0.0602184758 -0.0139231682 0.0146937966 0.0259466097 0.0503379032 -0.0173481256 0.0686262026 0.0412274376 0.0763757005 -0.0232398733 -0.0297538452 -0.0402157605 -0.0229681730 0.0620256886 -0.0765091106 0.0482750759 -0.0286181644 0.0469892547 -0.0662362128 0.0036076158 0.0110315681 -0.0774295628 -0.0476993024 0.0280444175 0.0246283039 -0.0827252641 -0.0100294948 0.0122688115 -0.0353402868 0.0752739981 0.0066052005 -0.0036838427 -0.0731474906 0.0356682017 -0.0443493500 0.0184844285 -0.0353505947 -0.0595958345 -0.0696751624 -0.0367053337 -0.0011151433 -0.0003387257 -0.0653170422 0.0739001706 -0.0656090006 -0.0334060006 0.0417584106 -0.0144391805 -0.0491121188 -0.0207824409 0.0629642680 -0.0247201174 -0.0774950385 -0.0459384732
-0.0780294836 0.0767355338 -0.0657262802 -0.0629853904 -0.0118234903 0.0193369165 0.0831439272 0.0756346360 -0.0474831499 0.0376602411 0.0022621155 -0.0791583657 -0.0014841557 0.0786465630 0.0715144053 -0.0690289587 -0.0755178034 0.0058627501 -0.0687307045 -0.0187538192 -0.0547360815 0.0160501748 0.0353301167 -0.0405307002 0.0576815233 -0.0804099217 0.0079329237 -0.0642105564 0.0278591141 0.0359243974 -0.0769456849 -0.0701948032 0.0696033463 0.0022100136 -0.0239620879 0.0494044945 -0.0469108485 -0.0145470500 -0.0273373276 0.0649006292 -0.0585812405 0.0033670142 -0.0109777004 -0.0305919573 0.0535639003 -0.0325531140 0.0716813877 -0.0540727898 -0.0803075060 0.0044736788 0.0626605377 0.0567813441 -0.0336893760 -0.0458621643 0.0780414715 -0.0680809319 -0.0655746609 0.0670828000 -0.0022710636 -0.0759272203 -0.0385098606 0.0698991939 -0.0356189050 -0.0304898359
-0.0789193511 -0.0466272347 -0.0838597864 -0.0476813912 0.0710603669 -0.0028877854 0.0622754171 0.0419943258 0.0752365068 0.0422678068 0.0223672688 -0.0239470266 0.0379648730 0.0560119227 0.0557128713 -0.0730128437 0.0229935646 -0.0349369049 0.0332047492 0.0124571845 -0.0134987682 0.0257000774 -0.0321733952 0.0047201291 0.0663254783 -0.0331157073 0.0606323704 0.0666802004 -0.0614245087 -0.0772837028 0.0788607076 0.0559226647 0.0364432186 0.0452208892 0.0499479249 0.0512683913 -0.0389937051 -0.0112660080 0.0610379353 0.0819978639 0.0407499969 0.0146519989 -0.0663645416 -0.0178380832 0.0252841190 -0.0088776872 0.0702130571 -0.0729821995 0.0041242242 0.0304459780 0.0719795451 0.0165938437 -0.0666002482 -0.0737248436 0.0237989426 0.0582830086 0.0165035576 0.0689264014 0.0329192951 -0.0461363122 -0.0684359223 0.0349755287 -0.0595859475 -0.0728349537
