0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.039352585,0.047886156,0.046329685,-0.07005314,0.015858874,-0.027193192,-0.007966682,0.07292748,-0.007591434,-0.062148567,-0.034091193,-0.08077636,-0.046005536,-0.040185537,-0.024243638,0.06826147,0.055478804,0.058254577,-0.015155837,-0.067474075,0.06642414,-0.040158305,0.03588102,-0.07896441,0.060366236,-0.041095745,-0.01848457,-0.08183888,0.06219127,0.05707795,0.003266022,0.04057631,-0.02353859,-0.03295427,0.030725978,-0.019619063,0.019404039,-0.0791416,-0.049046602,0.05520641,0.0410622,0.059992544,-0.022451743,0.009833917,0.070853345,-0.038590543,-0.018569417,-0.060928196,-0.041461784,0.016080163,-0.03702894,-0.024260946,0.05185557,0.018526942,0.078231074,0.08163238,0.036574155,0.039388984,-0.027912319,0.030157246,-0.012245223,0.006077416,0.019558959,0.059430383
0.06893011,0.034607626,-0.004236087,-0.06588317,0.022505492,-0.042184178,0.035324924,-0.03164425,0.032181434,-0.00068222,0.059410803,-0.058500763,-0.07170817,0.05247224,-0.070767686,0.011154808,0.038971663,0.009350121,0.08237048,-0.046455804,0.04227478,-0.047983296,-0.021792661,-0.04271577,0.021145798,-0.08053807,0.021596827,-0.07260011,-0.021694716,-0.05133467,0.03937707,0.02623722,0.03198839,0.064353816,-0.045306146,0.057793997,-0.009859867,-0.07605357,-0.043774,0.042991377,-0.02664018,0.008011662,0.07913994,0.07606957,0.03886517,0.03155282,-0.032807488,0.065916635,0.0032501,0.02421783,-0.0561343,-0.0816605,0.022475928,0.001175873,-0.039232977,-0.004401766,-0.041838314,0.07304912,0.001719639,0.051092975,0.05444508,-0.030314658,0.053806685,-0.010084704
-0.035757545,0.047511972,-0.032393135,-0.025647491,0.043869756,-0.053434223,-0.05264876,-0.013998076,0.078456394,-0.06693626,0.053666897,-0.08066757,0.011838593,-0.001174688,-0.064568155,0.004827023,-0.07919336,-0.03821991,0.07095032,-0.010187067,0.068207376,0.034273148,-0.012702033,-0.042480066,0.057006158,0.028452054,-0.046002667,0.06224697,0.06735905,-0.047385305,-0.08195839,0.053746916,0.072265394,0.08003869,0.009547256,0.000809006,0.028175011,0.023111843,-0.035513178,-0.06086251,-0.045912944,0.02360762,-0.025721252,-0.046064254,0.07012411,0.003490232,0.001705498,-0.07177067,0.056951918,0.015716389,0.027989365,-0.014820583,-0.079395495,-0.002287909,-0.051420465,0.017294839,0.039162546,-0.07424996,0.055359356,0.07555259,-0.0778905,-0.047413602,-0.032294706,0.01782751
0.03502077,0.046572275,-0.001158685,-0.03181698,0.05653321,0.042320363,-0.036610533,-0.007306375,0.035202026,-0.0195155,-0.035772666,-0.08348227,-0.074980095,0.041128047,-0.04473709,-0.012557961,-0.009540074,0.039150655,0.039967924,-0.06673327,-0.026401851,0.010175914,0.004605681,0.02617728,0.07753699,-0.06244325,-0.013934396,0.06054101,-0.05593413,0.08100156,-0.013715901,-0.050458055,0.017974831,-0.024249472,-0.022475027,-0.036380768,0.014764503,0.036001675,0.021922156,-0.022587933,0.07771469,-0.002092958,-0.015634023,-0.004676834,0.04869274,-0.051705122,-0.076845005,-0.035003766,0.015549868,-0.06329626,-0.06474562,-0.022836372,-0.04381826,0.037449308,-0.073980846,-0.083939925,-0.02071923,0.003617741,-0.06394848,0.061366446,-0.015911922,0.061333485,0.010835014,-0.002157994
0.05833734,0.08301439,0.040598042,0.03775107,0.04257477,-0.027197104,-0.0613632,0.011496462,0.007219397,-0.033534653,0.007182635,-0.004649036,-0.000594646,0.046892233,-0.044493224,-0.016415216,-0.08304845,-0.080684535,-0.021826215,0.044186674,-0.05750663,0.07503613,-0.02071751,0.005786367,-0.081945956,-0.02172947,0.068755336,0.064510815,-0.02023302,-0.050066605,0.027608648,-0.07692071,-0.000831574,0.00798513,0.021202005,0.008937128,-0.012597427,-0.02880241,-0.040217426,0.058447592,-0.056266982,0.07326936,-0.07442877,-0.021569915,-0.05810328,0.048133723,0.01645007,-0.04015241,-0.007643379,-0.008650467,-0.004465275,-0.03645186,-0.013284206,-0.054837577,0.05221846,0.081192665,0.04762981,-0.07245776,-0.05283924,0.00779479,-0.077717066,-0.01684288,-0.061760105,-0.005794108
-0.023109019,-0.04658508,-0.06166164,0.07010833,-0.012344755,-0.04237885,-0.025876015,0.05538886,-0.08386081,0.001934245,0.026586033,0.034648813,-0.054274157,-0.029927883,-0.08353269,-0.008091338,-0.027443837,-0.031162273,0.004711509,-0.06567584,0.076388426,-0.046009485,-0.061320506,-0.078916386,-0.051381096,-0.06868835,0.08336913,-0.025814667,0.06678655,0.004045166,0.071382664,0.000334591,-0.00563962,-0.011832796,0.035314538,0.004769228,-0.025161102,0.06657656,0.058623664,-0.012330078,-0.006775565,-0.009527519,-0.035518732,-0.055096366,0.046321712,-0.035111118,-0.000877135,-0.004982129,-0.013755649,0.037540175,0.035178043,-0.050776407,-0.022101104,0.001509644,0.0470277,-0.018869877,0.045396455,0.03304614,0.02404213,-0.04542828,-0.07493728,-0.012988158,-0.04388492,0.004760623
0.01325278,0.017609157,0.044173025,-0.013316408,-0.07129297,-0.05003414,0.02356787,-0.009549379,-0.07234757,0.05436737,-0.04399011,0.033681594,-0.048982706,-0.0442501,0.024356984,-0.04192942,0.036642946,0.001179859,-0.005841352,0.025653526,-0.0505471,0.018684149,0.036007866,0.056816198,0.051039807,-0.04308907,0.017950706,-0.07582955,0.011119187,-0.013152145,-0.034237314,-0.08408825,0.031955563,0.043106876,-0.050003897,0.001576565,-0.04482028,0.009175003,0.006772295,0.08211795,-0.057195015,0.027496785,-0.039748847,-0.021538451,-0.013248906,0.065068655,0.006970175,0.004509516,0.054957204,0.036207676,-0.029385783,0.07229564,-0.059460543,-0.06920524,-0.004026741,0.027952328,-0.009444438,0.048932783,-0.004586443,-0.03087132,0.037197918,-0.04144229,0.061407827,-0.029781524
0.06564196,0.07977242,0.07114559,-0.015877828,0.002490044,-0.017223224,0.005856633,0.07415021,0.035119623,0.011831097,0.08114485,-0.037854854,0.013341241,-0.0724046,-0.041722097,0.003405139,0.057422377,-0.016397849,-0.08002144,-0.08315009,0.06349877,-0.078280926,0.019810848,-0.055849962,-0.01570189,-0.032146662,-0.002313457,-0.05592461,0.03645914,-0.040139534,0.019521803,0.05420395,-0.004031308,-0.06761329,0.023124076,-0.019570611,0.074134745,-0.07326072,0.04770764,0.007258743,-0.027538136,-0.033450585,0.001426861,-0.03043234,-0.04412275,-0.0798903,-0.08062255,0.040771462,0.015000269,0.02082929,0.009188056,-0.034603693,-0.06969331,0.034386218,-0.006916508,0.015678003,-0.07233166,0.02363383,-0.04887012,0.011983708,0.06299015,-0.06387657,-0.057359584,0.06281834
0.04233665,0.016903251,-0.07292793,-0.004252292,0.026432596,0.050983585,0.012429528,0.07108229,-0.05629229,-0.07539631,-0.012919664,-0.034998734,0.052505262,-0.041024048,-0.051779807,-0.012561768,0.07825356,0.04042852,0.017654218,-0.01792179,-0.029599465,-0.03198811,0.010359652,0.005214579,-0.053124942,0.03226635,-0.06141719,-0.06893494,0.07868522,0.08106973,-0.01360853,-0.008334681,0.000194728,-0.072197534,0.035042696,-0.058787048,0.044170536,-0.004066005,-0.07229324,-0.049911223,-0.07772227,-0.015089311,0.07832108,0.008075357,-0.06597678,0.07264764,-0.070574865,-0.05244075,0.07820005,0.05176743,0.06942897,-0.009470649,0.055585347,-0.07202061,0.0398411,0.07492932,-0.06747345,-0.03061584,0.053711705,-0.07883358,0.078889914,-0.043322425,0.022882216,0.053557225
-0.021891452,-0.07799136,-0.07013745,0.0640664,0.02316796,-0.064732164,0.05749034,-0.0166369,-0.000825956,-0.054755613,-0.019005232,-0.008483253,0.021738075,0.06380964,0.056529783,-0.05817329,0.060953148,0.03377507,0.007451952,0.068524905,0.050046973,0.06867007,0.07242618,0.016028821,0.011853635,0.06683964,-0.002128013,-0.06379129,-0.04801468,0.052774988,0.04759393,0.06350919,0.06847521,0.05317042,-0.05953697,0.005589426,0.0402281,0.003347084,-0.000764772,-0.013342641,0.054051958,0.07325811,-0.023206927,-0.07171257,-0.073249266,0.055990644,-0.036842126,0.07404395,-0.009919152,-0.07767114,-0.030210495,-0.06938844,0.055265523,-0.013788141,0.009262636,-0.011332996,-0.0732771,0.04975424,0.069943614,-0.043999776,0.050187133,0.05123753,0.010604501,-0.018087722
